commit	kv_dtype	d64	d512	d2048	d8192	d32768	e64	e512	e2048	e8192	e32768	geo	status	description
7a8d4de1	bf16	0.000	0.000	0.000	0.000	0.000	1.304	1.035	1.018	1.022	0.992	1.092	discard	minimax bf16 decode bs1 long-context chunk cap17 on top of cap14; bs1 long cells improve locally but active-stack floors regress and bs2 131k drops below parity, reverting to bs1 cap16
8b1326fe	bf16	0.000	0.000	0.000	0.000	0.000	0.568	0.955	0.938	1.020	1.017	1.044	discard	minimax bf16 decode bs2 65k cap14 plus max-context chunk cap31; mild undersplit is swamped by bs3 timing outliers and does not improve active-stack floors, reverting to default bs2 max split
6dad7ac4	bf16	0.000	0.000	0.000	0.000	0.000	0.312	0.834	1.029	0.976	1.008	1.011	discard	minimax bf16 decode bs2 16k-only chunk cap14 on top of cap14 stack; targeted bs2 16k regresses and bs3 timing outliers crush e64/e512/e8192, reverting to bs2 cap16 for 16k
cf676fb6	bf16	0.000	0.000	0.000	0.000	0.000	1.345	1.048	1.030	1.023	1.017	1.100	candidate	minimax bf16 decode bs2 32k-only chunk cap14 on top of cap14 stack; e2048 floor clears +0.003 over active stack but e64/e512 regress and geo is only marginal, rerunning before keep or revert
cf676fb6	bf16	0.000	0.000	0.000	0.000	0.000	1.365	1.052	1.029	1.024	1.001	1.101	candidate	minimax bf16 decode bs2 32k-only chunk cap14 rerun; e2048 lift confirms, but bs2 131k collapses to near parity, running one more confirmation before keep or revert
cf676fb6	bf16	0.000	0.000	0.000	0.000	0.000	1.346	1.050	1.029	1.023	1.017	1.099	keep	minimax bf16 decode bs2 32k-only chunk cap14 second rerun; e2048 floor lift confirms at +0.004 and e32768 recovers, keeping as probe stack despite e64/e512 and geo tradeoffs
d82e72b3	bf16	0.000	0.000	0.000	0.000	0.000	1.336	1.051	1.031	1.023	1.011	1.103	candidate	minimax bf16 decode bs4 long-context chunk cap11 on cap14 stack; bs4 131k improves locally and geomean clears +0.003, but e64/e32768 floors regress from other buckets, rerunning before keep or revert
d82e72b3	bf16	0.000	0.000	0.000	0.000	0.000	1.362	1.049	1.035	1.022	1.007	1.098	keep	minimax bf16 decode bs4 long-context chunk cap11 rerun; e2048 floor lift confirms and bs4 32k/131k local gains persist, keeping as planner probe despite unchanged bs2 max-context noise pulling down e32768 and flat geomean
11927cf3	bf16	0.000	0.000	0.000	0.000	0.000	1.318	1.051	1.031	1.022	1.017	1.101	discard	minimax bf16 decode bs3 32k-only chunk cap10; target bs3 32k cell moves only within noise while e64 and e2048 regress versus kept cap11 stack, reverting the per-bucket undersplit
cdf73729	bf16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	crash	minimax bf16 decode bs1 32k-only chunk cap17; graph replay needs 17 partial rows but captured workspace capacity is 16 for the bucket, discarding partial timings and reverting
9589decb	bf16	0.000	0.000	0.000	0.000	0.000	1.320	1.049	1.024	1.021	0.999	1.100	discard	minimax bf16 decode bs2 max-context chunk cap33; planner still emits the default 4160-token chunk at bs2 131k so the cap is ineffective while e32768 drops below parity, reverting
c3d01557	bf16	0.000	0.000	0.000	0.000	0.000	1.329	1.046	1.033	1.021	1.018	1.100	candidate	minimax bf16 decode bs2 max-context split33; planner emits 4032-token chunks and bs2 131k reaches 1.020x, clearing +0.003 over the pre-split kept row, rerunning before keep or revert
c3d01557	bf16	0.000	0.000	0.000	0.000	0.000	1.329	1.052	1.027	1.019	1.017	1.102	keep	minimax bf16 decode bs2 max-context split33 rerun; 4032-token chunk shape repeats and bs2 131k holds at 1.019x, recovering e32768 and geomean on the current stack despite e2048/e8192 tradeoffs
ad554794	bf16	0.000	0.000	0.000	0.000	0.000	1.323	1.046	1.027	1.024	1.010	1.101	candidate	minimax bf16 decode graph merge bdy3 on split33 stack; e8192 floor clears +0.005 over current keep but e32768 and geo regress, rerunning before keep or revert
ad554794	bf16	0.000	0.000	0.000	0.000	0.000	1.374	1.055	1.032	1.023	1.015	1.104	keep	minimax bf16 decode graph merge bdy3 rerun; bdy3 confirms with e512/e2048/e8192 lifts and new 1.104 geo on the split33 stack, keeping despite a small e32768 tradeoff
42121b37	bf16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	crash	minimax bf16 decode bs4 max-context chunk cap10 on bdy3 stack; max capture capacity drops to 40 partial rows while bs4 mid replays need 44, causing graph workspace capacity blocks, reverting
f04048b0	bf16	0.000	0.000	0.000	0.000	0.000	1.323	1.053	1.034	1.021	1.015	1.098	discard	minimax bf16 decode bs4 max-context chunk cap12 on bdy3 stack; avoids the cap10 graph block but bs4 max does not improve and e8192/geo regress versus the kept bdy3 stack, reverting
b4916311	bf16	0.000	0.000	0.000	0.000	0.000	0.632	1.028	0.876	1.023	1.020	1.051	discard	minimax bf16 decode merge single-y writeback on bdy3 stack; correctness passes but gating duplicate ty output stores creates severe bs3 short/mid regressions and geo collapses, reverting
3714e09f	bf16	0.000	0.000	0.000	0.000	0.000	0.645	1.054	1.031	0.973	1.006	1.072	discard	minimax bf16 decode bs4 65k-only chunk cap10 on bdy3 stack; graph-safe but target bs4 65k drops to 1.020x and unrelated bs3 noise crushes e64/e8192/geo, reverting
fba83821	bf16	0.000	0.000	0.000	0.000	0.000	1.354	1.054	1.031	1.023	1.011	1.100	discard	minimax bf16 decode bs4 32k-only chunk cap10 on bdy3 stack; graph-safe but target bs4 32k falls slightly to 1.031x and geo trails kept bdy3, reverting
f9ba9fa4	bf16	0.000	0.000	0.000	0.000	0.000	1.364	1.051	1.033	1.024	1.018	1.099	candidate	minimax bf16 decode bs4-only merge bdy2; e32768 floor clears +0.003 over kept bdy3 but geo/e512 regress, rerunning before keep or revert
f9ba9fa4	bf16	0.000	0.000	0.000	0.000	0.000	1.328	1.049	1.024	1.023	1.018	1.099	discard	minimax bf16 decode bs4-only merge bdy2 rerun; e32768 tail lift confirms but e512/e2048 and geo remain below kept bdy3, reverting rather than keeping a narrow tail-only tradeoff
b55eba60	bf16	0.000	0.000	0.000	0.000	0.000	0.414	0.832	0.808	0.973	1.007	1.003	discard	minimax bf16 decode bs1 deepest split17 on bdy3 stack; capture safely expands to 17 chunks but bs1 131k does not improve and bs3/geo collapse, reverting
63d63079	bf16	0.000	0.000	0.000	0.000	0.000	1.306	1.048	1.032	1.019	1.018	1.145	candidate	minimax bf16 decode merge smem stages5 on bdy3 stack; headline geo jumps but mostly from bs2 FA2 outliers while e64/e512/e8192 floors regress, rerunning before keep or revert
63d63079	bf16	0.000	0.000	0.000	0.000	0.000	0.626	0.950	0.934	0.975	0.992	1.062	discard	minimax bf16 decode merge smem stages5 rerun; headline geo and bs2 FA2 outlier do not confirm while bs3 stays badly regressed and bs2 max falls below parity, reverting
2093952b	bf16	0.000	0.000	0.000	0.000	0.000	1.380	1.046	1.032	1.026	0.997	1.105	candidate	minimax bf16 decode bs3 16k-only chunk cap10 on bdy3 stack; target bs3 16k rises to 1.061x and geo edges past 1.104 with e64/e8192 floor lifts, but bs2 max-context noise drops below parity, rerunning
2093952b	bf16	0.000	0.000	0.000	0.000	0.000	1.375	1.046	1.033	1.021	0.996	1.106	keep	minimax bf16 decode bs3 16k-only chunk cap10 rerun; geomean confirms above the 1.104 bdy3 ceiling, keeping as a narrow bucket retune despite e8192/e32768 weakness and bs2 max-context below parity
62aa1c56	bf16	0.000	0.000	0.000	0.000	0.000	1.370	1.048	1.037	1.023	0.997	1.106	candidate	minimax bf16 decode bs3 mid chunk cap10 stacked on bs3 16k cap10; bs3 32k rises to 1.037x and e2048 floor clears +0.004 while geo holds 1.106, rerunning before keep
62aa1c56	bf16	0.000	0.000	0.000	0.000	0.000	1.375	1.047	1.035	1.021	0.995	1.106	keep	minimax bf16 decode bs3 mid chunk cap10 rerun; bs3 32k lift confirms at 1.038x and the stack holds the 1.106 ceiling, keeping despite no additional rounded geo lift and continued bs2 max-context weakness
5cc7cbad	bf16	0.000	0.000	0.000	0.000	0.000	1.378	1.053	1.030	1.024	0.996	1.123	candidate	minimax bf16 decode harvest rs-3 cap16 onto bs3 16k cap10 stack; headline geo jumps past 1.110 but bs4 FA2 long-context outliers inflate the sample, rerunning before keep
5cc7cbad	bf16	0.000	0.000	0.000	0.000	0.000	0.654	1.052	1.029	1.020	0.845	1.096	candidate	minimax bf16 decode harvest rs-3 cap16 rerun; sample is noisy in untouched bs1 cells while bs3 cap16 chunks remain normal, running a third confirmation before keep or revert
5cc7cbad	bf16	0.000	0.000	0.000	0.000	0.000	1.380	1.045	1.033	1.021	0.996	1.104	discard	minimax bf16 decode harvest rs-3 cap16 third run; clean sample falls below the kept 1.106 stack because preserving bs3 16k cap10 does not reproduce rs-3's cap16 gain, reverting before exact-cap16 probe
88cc30e7	bf16	0.000	0.000	0.000	0.000	0.000	1.353	1.049	1.034	1.024	0.997	1.105	discard	minimax bf16 decode exact bs3 cap16 probe; reproduces rs-3 bs3 chunk shape but does not transfer onto this stack, falling below the kept 1.106 cap10 result and well short of the 1.110 bar
79be78e1	bf16	0.000	0.000	0.000	0.000	0.000	1.351	1.053	1.038	1.024	0.998	1.104	discard	minimax bf16 decode merge smem stages3 on bdy3 stack; e2048 lifts versus the kept cap10 row but short floor and geomean regress, so the lower-stage merge prefetch is not a path past 1.110
ce3b9583	bf16	0.000	0.000	0.000	0.000	0.000	1.349	1.049	1.036	1.024	0.997	1.104	discard	minimax bf16 decode bs3 mid chunk cap9; local bs3 32k rises to 1.042x but bs3 16k and short floor regress, leaving geomean below the kept cap10 stack
62df4149	bf16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	crash	minimax bf16 decode bs2 long chunk cap13; bs2 65k/131k looked promising but graph replay blocked bs2 16k/32k because capture capacity fell to 13 chunks while mid buckets still needed up to 16, reverting before graph-safe all-bs2 cap13 probe
6944d7b4	bf16	0.000	0.000	0.000	0.000	0.000	1.391	1.046	1.035	1.028	1.020	1.107	candidate	minimax bf16 decode bs2 all-long chunk cap13; graph-safe version clears the capacity failure and materially lifts long-context floors, rerunning before keep because headline geo is still below the 1.110 fleet bar
6944d7b4	bf16	0.000	0.000	0.000	0.000	0.000	1.354	1.043	1.035	1.022	1.016	1.102	discard	minimax bf16 decode bs2 all-long chunk cap13 rerun; long-context floor lift does not confirm enough and headline falls below the kept 1.106 stack, reverting before the next bucket retune
e6f2599c	bf16	0.000	0.000	0.000	0.000	0.000	1.372	1.042	1.033	1.026	1.016	1.105	candidate	minimax bf16 decode rs3 long cap stack on local bs3 mid cap10; bs1 cap24 plus graph-safe bs2 cap13 and bs3 deepest cap16 lift e8192/e32768 floors but headline is below the kept 1.106 stack, rerunning before keep or revert
e6f2599c	bf16	0.000	0.000	0.000	0.000	0.000	1.345	1.045	1.032	1.030	1.016	1.107	keep	minimax bf16 decode rs3 long cap stack rerun; long-floor lift confirms at e8192/e32768 and geo nudges above the local kept stack, keeping as probe despite e64/e512/e2048 tradeoffs; focused decode graph guardrails passed
3709d80a	bf16	0.000	0.000	0.000	0.000	0.000	1.320	1.053	1.030	1.024	1.013	1.107	candidate	minimax bf16 decode bs4 all-long chunk cap12 isolated on rs3 long cap stack; bs4 16k improves to 1.053 but longer bs4 cells and e64 regress, so keeping as a candidate trace while moving to the rs3 bs2 bucket-shape alignment
82043717	bf16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	crash	minimax bf16 decode rs3 bs2 bucket shape with 16-way base and cap13 only from 32k; invalid on local bs2 CTA6 capture because bs2 16k needs 16 chunks/request while graph capacity is 13, reverting before graph-safe variant
fbb00d70	bf16	0.000	0.000	0.000	0.000	0.000	1.328	1.046	1.033	1.030	1.018	1.105	candidate	minimax bf16 decode bs4 mid cap12 with capture padding; bs4 16k improves to 1.051 with cap12 capture but full minimax floor stays below the kept rs3 long cap stack, so logging as targeted telemetry before reverting
9313120b	bf16	0.000	0.000	0.000	0.000	0.000	1.388	1.047	1.036	1.028	1.017	1.113	candidate	minimax bf16 decode isolated rs2 cap table without CTA retune; combines bs1 cap20, graph-safe bs2 cap12/13, bs3 cap14/15, and bs4 cap11 on the local CTA6 stack, first run clears the 1.110 bar with no graph blocks, rerunning before keep
97c3ccd0	bf16	0.000	0.000	0.000	0.000	0.000	1.380	1.050	1.033	1.028	1.019	1.106	candidate	minimax bf16 decode exact rs3 894b34f6 harvest on local bs3 mid cap10 stack; bs3 16k keeps cap10 and bs3 32k+ moves to cap16, but headline stays below the kept rs3 long cap stack despite better e512/e32768 floors
7a71061f	bf16	0.000	0.000	0.000	0.000	0.000	1.381	1.044	1.035	1.029	1.021	1.111	keep	minimax bf16 decode rs2 cap table without CTA retune; source-equivalent to isolated 9313120b and confirmation rerun holds above the 1.110 fleet bar with bs1 cap20, graph-safe bs2 cap12/13, bs3 cap14/15, and bs4 cap11, no graph blocks
3628b06c	bf16	0.000	0.000	0.000	0.000	0.000	1.330	1.042	1.031	1.027	1.020	1.105	discard	minimax bf16 decode cap table bs1 cap24 probe; widening bs1 long-context chunks back to 1408/2752/5504 regresses the current cap-table base across bs2/bs3 and drops headline below the 1.111 keep, reverting
294bf265	bf16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	crash	minimax bf16 decode cap table bs4 mid-only cap12 probe; bs4 16k needed 48 work items while full-context cap11 capture reserved 44, so the printed 1.114x partial geomean is invalid and requires capture padding
3578b9cf	bf16	0.000	0.000	0.000	0.000	0.000	1.374	1.053	1.045	1.027	1.017	1.113	candidate	minimax bf16 decode cap table bs4 mid cap12 with capture padding; valid cap12 capture lifts bs4 16k to 1.072 and improves e512/e2048 floors, rerunning before keep because deepest bs2 floor regresses versus 7a71061f
3578b9cf	bf16	0.000	0.000	0.000	0.000	0.000	1.353	1.051	1.042	1.029	1.015	1.111	discard	minimax bf16 decode cap table bs4 mid cap12 with capture padding rerun; e512/e2048 gains confirm but bs4 max-context drops the e32768 floor below the 7a71061f keep, so reverting to the stronger minimax floor
7f5ac714	bf16	0.000	0.000	0.000	0.000	0.000	1.372	1.047	1.036	1.028	1.015	1.107	candidate	minimax bf16 decode harvest rs3 05625b34 bs4 merge bdy4 selector stacked on existing 9b30da74 bs1 cap20 table; first run regresses headline and e32768 but rerunning before discard because rs3 reports this selector as fleet lead
7f5ac714	bf16	0.000	0.000	0.000	0.000	0.000	1.348	1.041	1.037	1.028	1.018	1.110	discard	minimax bf16 decode harvest rs3 05625b34 plus already-present 9b30da74; rerun confirms below 7a71061f keep and weakens e64/e512/e32768 floors on this stack, reverting
71f3d429	bf16	0.000	0.000	0.000	0.000	0.000	1.367	1.044	1.035	1.028	1.021	1.112	candidate	minimax bf16 decode bs2/bs4 persistent merge grid; first sample nudges rounded geo above 7a71061f but e64 and e8192 floors regress, rerunning before keep or revert because delta is within noise
71f3d429	bf16	0.000	0.000	0.000	0.000	0.000	1.352	1.044	1.030	1.021	1.017	1.108	discard	minimax bf16 decode bs2/bs4 persistent merge grid rerun; second sample falls below the 7a71061f keep and weakens e64/e2048/e8192/e32768 floors, reverting before the next structural probe
546ae3ef	bf16	0.000	0.000	0.000	0.000	0.000	1.361	1.045	1.028	1.029	1.013	1.108	discard	minimax bf16 decode bs2 long cap12 on 7a71061f table; rs4 cap12 signal does not transfer locally, e32768 falls to the bs2 1.013 floor with no >=0.003 floor lift to justify a confirmation rerun
fa5c24f2	bf16	0.000	0.000	0.000	0.000	0.000	1.373	1.044	1.037	1.027	1.012	1.109	discard	minimax bf16 decode bs2 cap13 widened to 16k on cap20 table; graph-safe support row is clean but e2048 lift is only +0.002 while e64/e8192/e32768 and geo trail 7a71061f, reverting
37e72954	bf16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	crash	minimax bf16 decode exact rs3 9b30da74 planner thresholds plus 05625b34 bs4 bdy4; partial run printed 1.122x but graph replay blocks bs1/bs2/bs4 16k because exact rs3 leaves 16k uncapped, invalid here
659650ed	bf16	0.000	0.000	0.000	0.000	0.000	1.380	1.055	1.039	1.033	1.015	1.110	candidate	minimax bf16 decode graph-safe rs3 long stack with bs2 cap13 from 32k, bs3 cap16 from 32k, and bs4 bdy4 selector; mid-context floors lift but e32768 regresses, rerunning before keep
659650ed	bf16	0.000	0.000	0.000	0.000	0.000	1.384	1.049	1.045	1.029	1.018	1.113	keep	minimax bf16 decode graph-safe rs3 long+bdy4 stack rerun; e64/e512/e2048 floor lifts confirm and geo beats 7a71061f despite bs2 max-context tradeoff, focused decode graph guardrails passed
0320fa83	bf16	0.000	0.000	0.000	0.000	0.000	1.383	1.048	1.038	1.024	1.010	1.111	discard	minimax bf16 decode bs2 deepest-only cap15 on 659650ed; extra max-context split parallelism worsens the targeted bs2 131k tail and gives back e2048/e8192, reverting
d166ef7a	bf16	0.000	0.000	0.000	0.000	0.000	1.376	1.035	1.036	1.033	1.017	1.110	candidate	minimax bf16 decode bs1 long cap22 on 659650ed; first sample lifts e8192 by +0.004 but regresses e512/e2048 and geo, rerunning under the >=0.003 floor rule
d166ef7a	bf16	0.000	0.000	0.000	0.000	0.000	1.384	1.042	1.034	1.028	1.017	1.110	discard	minimax bf16 decode bs1 long cap22 rerun; e8192 lift does not confirm and mid-context floors stay below the 659650ed keep, reverting
6a77ef7e	bf16	0.000	0.000	0.000	0.000	0.000	1.383	1.051	1.042	1.028	1.016	1.114	candidate	minimax bf16 decode harvest rs4 2682bed4 merge async issue reorder on 659650ed; first sample nudges rounded geo above local keep but gives back e2048/e32768 floors, rerunning before keep or revert
6a77ef7e	bf16	0.000	0.000	0.000	0.000	0.000	1.395	1.052	1.043	1.029	1.017	1.112	discard	minimax bf16 decode harvest rs4 2682bed4 merge async issue reorder rerun; short and e512 floors lift but headline falls below 659650ed and deep floors remain weaker, not a clean transfer on this stack
a8620cd1	bf16	0.000	0.000	0.000	0.000	0.000	1.344	1.043	1.040	1.029	1.014	1.109	discard	minimax bf16 decode merge reorder with bs4 bdy3 instead of rs3 bdy4 selector; disabling bdy4 regresses bs4 short and max-context floors, so the bdy4/reorder interaction is not the blocker
804a6d48	bf16	0.000	0.000	0.000	0.000	0.000	1.385	1.046	1.040	1.029	1.018	1.114	discard	minimax bf16 decode bs2-only role V deferred sync restored on 659650ed long stack; bs2 short/e512 lift but e512/e2048 floors trail the confirmed keep and no >=0.003 floor gain appears, reverting
1c434e06	bf16	0.000	0.000	0.000	0.000	0.000	1.375	1.049	1.040	1.030	1.017	1.111	discard	minimax bf16 decode selective merge async issue reorder for bs1+bs3 only; clean after compile fix but e64/e2048/e32768 trail 659650ed and the rs4 reorder does not transfer as a selective stack, reverting
b5bdbf3c	bf16	0.000	0.000	0.000	0.000	0.000	1.390	1.047	1.041	1.026	1.017	1.110	discard	minimax bf16 decode producer warp role swap for role-specialized path; producer moved to physical warp0 with consumer remap, correctness clean but e512/e2048/e8192/e32768 trail 659650ed so reverting
430400cc	bf16	0.000	0.000	0.000	0.000	0.000	1.373	1.047	1.043	1.031	1.015	1.111	discard	minimax bf16 decode QK TMA plane bank-rotate with 128B aligned per-plane K padding; clean after 16B alignment fault but only e8192 moves +0.002 while e64/e512/e2048/e32768 trail 659650ed, reverting
e0e09424	bf16	0.000	0.000	0.000	0.000	0.000	1.353	1.052	1.042	1.028	1.015	1.113	candidate	minimax bf16 decode V TMA plane bank-rotate with 128B aligned per-plane V padding; e512 floor lifts +0.003 but other floors trail 659650ed, rerunning before keep or revert
e0e09424	bf16	0.000	0.000	0.000	0.000	0.000	1.373	1.051	1.045	1.031	1.018	1.111	discard	minimax bf16 decode V TMA plane bank-rotate rerun; e512 lift fades below +0.003 and headline trails 659650ed, no confirmed floor win so reverting
a963ba73	bf16	0.000	0.000	0.000	0.000	0.000	1.383	0.148	0.122	0.106	0.097	0.717	discard	minimax bf16 decode bs1 direct writeback by stripping split-kv for the exact bs1 graph geometry; skips merge and improves bs1 ctx128 but long contexts collapse from lost split parallelism, reverting
ac2351be	bf16	0.000	0.000	0.000	0.000	0.000	1.396	1.051	1.041	1.030	1.020	1.113	candidate	minimax bf16 decode merge packed v2 writeback; first sample lifts the short floor past the candidate bar and nudges max context, but e2048 regresses versus 659650ed so rerunning before keep or revert
ac2351be	bf16	0.000	0.000	0.000	0.000	0.000	1.391	1.054	1.042	1.025	1.014	1.114	keep	minimax bf16 decode merge packed v2 writeback rerun; e64 and e512 floor lifts confirm above the candidate bar and focused decode graph guardrails pass, keeping as a probe despite e2048/e8192/e32768 tradeoffs
c3f61ee2	bf16	0.000	0.000	0.000	0.000	0.000	1.377	1.039	1.045	1.030	1.017	1.110	candidate	minimax bf16 decode direct merge partial loads via v2.u32 on top of packed writeback; recovers deeper floors versus ac2351be by candidate-sized deltas but short/e512 and geo regress, rerunning before revert
c3f61ee2	bf16	0.000	0.000	0.000	0.000	0.000	1.343	1.040	1.046	1.027	1.019	1.108	discard	minimax bf16 decode direct merge partial v2 loads rerun; e2048/e32768 recovery confirms but e64/e512 collapse and geo fall well below ac2351be, reverting the load path
05013adc	bf16	0.000	0.000	0.000	0.000	0.000	1.406	1.050	1.038	1.026	1.014	1.111	candidate	minimax bf16 decode small-fanin packed writeback gate; short floor jumps above ac2351be by +0.015 but e512/e2048 and headline give back too much, rerunning before keep or revert
05013adc	bf16	0.000	0.000	0.000	0.000	0.000	1.383	1.045	1.038	1.030	1.018	1.112	discard	minimax bf16 decode small-fanin packed writeback gate rerun; short lift does not confirm and e512/e2048/headline trail ac2351be, deep recovery is not enough to replace the packed-writeback keep
24c6f801	bf16	0.000	0.000	0.000	0.000	0.000	1.409	1.048	1.041	1.022	1.018	1.113	candidate	minimax bf16 decode direct-normalized packed writeback; removes the final state_o normalization loop for BF16 stores and lifts e64/e32768 past the candidate bar, rerunning before keep or revert
24c6f801	bf16	0.000	0.000	0.000	0.000	0.000	1.352	1.041	1.039	1.029	1.016	1.109	discard	minimax bf16 decode direct-normalized packed writeback rerun; candidate e64/e32768 lifts do not hold and headline drops below the packed-writeback keep, reverting
5f7fe8e4	bf16	0.000	0.000	0.000	0.000	0.000	1.350	1.051	1.044	1.029	1.011	1.111	candidate	minimax bf16 decode merge-stage BF16 smem bank rotate; padded staged partial rows are correctness-clean after fixing cp.async strides and lift e8192 by candidate-sized delta, rerunning before keep or revert
5f7fe8e4	bf16	0.000	0.000	0.000	0.000	0.000	1.370	1.049	1.040	1.029	1.018	1.111	discard	minimax bf16 decode merge-stage BF16 smem bank rotate rerun; deep-cell recovery confirms but only by giving back packed-writeback e64/e512/e2048 gains and headline stays below ac2351be, reverting
113ff269	bf16	0.000	0.000	0.000	0.000	0.000	1.370	1.041	1.036	1.022	1.014	1.108	discard	minimax bf16 decode merge LSE warp broadcast; lane0 LSE load plus warp shuffle is correctness-clean after DSL fix but all floors/headline trail ac2351be with no candidate-sized lift, reverting
260af065	bf16	0.000	0.000	0.000	0.000	0.000	1.344	1.048	1.046	1.033	1.014	1.108	candidate	minimax bf16 decode rs4 2682bed4 merge async issue reorder stacked on packed-writeback base; e2048/e8192 floors lift by candidate-sized deltas but e64/e512 and headline regress, rerunning before keep or revert
260af065	bf16	0.000	0.000	0.000	0.000	0.000	1.348	1.042	1.042	1.027	1.015	1.110	discard	minimax bf16 decode rs4 merge async issue reorder on packed-writeback rerun; e2048 lift vanishes and e8192 is below the candidate bar while e64/e512/headline trail ac2351be, reverting
